stamp,face_id,fused_x,fused_y,fused_z,fused_qx,fused_qy,fused_qz,fused_qw,pred_x,pred_y,pred_z,pred_qx,pred_qy,pred_qz,pred_qw,pos_err,ang_err_deg,image_error,object_error,weight
1767066185.002980,10,-0.134598,-0.028047,0.629792,0.542855,0.632490,-0.026078,0.551893,-0.134428,-0.027387,0.629989,0.542869,0.632236,-0.027766,0.552087,0.000709,0.196971,0.000000,1.264874,0.790592
1767066185.002980,13,-0.134598,-0.028047,0.629792,0.542855,0.632490,-0.026078,0.551893,-0.134824,-0.028920,0.629532,0.542833,0.632823,-0.023841,0.551633,0.000939,0.260813,0.000000,1.674844,0.597070
1767066185.036501,10,-0.134092,-0.028069,0.628213,0.542466,0.632902,-0.025641,0.551823,-0.133231,-0.027487,0.626116,0.541901,0.634687,-0.025819,0.550318,0.002341,0.276054,0.000000,1.081327,0.924790
1767066185.036501,13,-0.134092,-0.028069,0.628213,0.542466,0.632902,-0.025641,0.551823,-0.135151,-0.028991,0.630596,0.541421,0.632144,-0.023206,0.553822,0.002765,0.390123,0.000000,1.687827,0.592478
1767066185.069770,10,-0.134396,-0.028066,0.628680,0.542568,0.632495,-0.024860,0.552224,-0.134311,-0.027437,0.628081,0.542739,0.631071,-0.025069,0.553675,0.000873,0.235069,0.000000,1.212590,0.824681
1767066185.069770,13,-0.134396,-0.028066,0.628680,0.542568,0.632495,-0.024860,0.552224,-0.135044,-0.028915,0.630311,0.542670,0.633080,-0.021983,0.551576,0.001950,0.344742,0.000000,1.649531,0.606233
1767066185.103380,10,-0.134415,-0.028125,0.629006,0.542568,0.632946,-0.024194,0.551737,-0.133868,-0.027654,0.628201,0.542785,0.633939,-0.024082,0.550387,0.001082,0.194109,0.000000,1.233245,0.810869
1767066185.103380,13,-0.134415,-0.028125,0.629006,0.542568,0.632946,-0.024194,0.551737,-0.135185,-0.028877,0.630761,0.542274,0.632953,-0.022376,0.552095,0.002059,0.215011,0.000000,1.642892,0.608683
1767066185.136760,10,-0.134520,-0.028135,0.629370,0.542652,0.632790,-0.024136,0.551836,-0.134345,-0.027572,0.629451,0.543132,0.632380,-0.024910,0.551800,0.000596,0.114515,0.000000,1.248193,0.801158
1767066185.136760,13,-0.134520,-0.028135,0.629370,0.542652,0.632790,-0.024136,0.551836,-0.134960,-0.028861,0.630041,0.542287,0.632867,-0.023009,0.552154,0.001081,0.140812,0.000000,1.557629,0.642002
1767066185.170292,10,-0.134605,-0.028040,0.629743,0.541944,0.632486,-0.024931,0.552844,-0.134149,-0.027262,0.629081,0.540868,0.632104,-0.028273,0.554172,0.001119,0.432313,0.000000,1.221307,0.818795
1767066185.170292,13,-0.134605,-0.028040,0.629743,0.541944,0.632486,-0.024931,0.552844,-0.135440,-0.028912,0.631524,0.541371,0.632122,-0.022572,0.553922,0.002152,0.307274,0.000000,1.713179,0.583710
1767066185.203771,10,-0.134730,-0.028049,0.629919,0.542080,0.632121,-0.024828,0.553132,-0.134337,-0.027413,0.628758,0.542554,0.631309,-0.026094,0.553537,0.001381,0.186563,0.000000,1.219975,0.819689
1767066185.203771,13,-0.134730,-0.028049,0.629919,0.542080,0.632121,-0.024828,0.553132,-0.135532,-0.028920,0.631863,0.541831,0.632169,-0.022843,0.553407,0.002276,0.231431,0.000000,1.630672,0.613244
1767066185.237098,10,-0.134830,-0.028074,0.630276,0.542158,0.632225,-0.024336,0.552959,-0.134396,-0.027444,0.629431,0.542310,0.631750,-0.025622,0.553295,0.001140,0.162660,0.000000,1.175932,0.850389
1767066185.237098,13,-0.134830,-0.028074,0.630276,0.542158,0.632225,-0.024336,0.552959,-0.135637,-0.028974,0.632208,0.542170,0.633153,-0.021210,0.552014,0.002279,0.389061,0.000000,1.576209,0.634434
1767066185.270644,10,-0.134930,-0.028069,0.630722,0.542180,0.632024,-0.024845,0.553145,-0.134835,-0.027433,0.631170,0.542426,0.631578,-0.026872,0.553319,0.000784,0.240238,0.000000,1.174960,0.851092
1767066185.270644,13,-0.134930,-0.028069,0.630722,0.542180,0.632024,-0.024845,0.553145,-0.135299,-0.028977,0.631117,0.541890,0.632066,-0.023433,0.553442,0.001057,0.168726,0.000000,1.694594,0.590112
1767066185.304020,10,-0.134748,-0.028062,0.629804,0.542184,0.632120,-0.024426,0.553050,-0.134120,-0.027432,0.627558,0.542117,0.631671,-0.025091,0.553598,0.002415,0.111611,0.000000,1.229557,0.813301
1767066185.304020,13,-0.134748,-0.028062,0.629804,0.542184,0.632120,-0.024426,0.553050,-0.135176,-0.028875,0.630732,0.542282,0.632983,-0.022363,0.552054,0.001306,0.280693,0.000000,1.625031,0.615373
1767066185.337509,10,-0.134705,-0.028158,0.629793,0.542152,0.632369,-0.024410,0.552797,-0.134040,-0.027638,0.628353,0.542651,0.633254,-0.024786,0.551277,0.001669,0.213879,0.000000,1.271501,0.786472
1767066185.337509,13,-0.134705,-0.028158,0.629793,0.542152,0.632369,-0.024410,0.552797,-0.135433,-0.029005,0.631546,0.541449,0.631951,-0.023906,0.553985,0.002078,0.175052,0.000000,1.567940,0.637779
1767066185.371029,10,-0.134653,-0.028161,0.629463,0.542206,0.632201,-0.024449,0.552935,-0.134098,-0.027568,0.627810,0.542816,0.632149,-0.024539,0.552392,0.001842,0.094381,0.000000,1.247817,0.801399
1767066185.371029,13,-0.134653,-0.028161,0.629463,0.542206,0.632201,-0.024449,0.552935,-0.135255,-0.028931,0.630868,0.541569,0.631800,-0.024439,0.554017,0.001711,0.150982,0.000000,1.604964,0.623067
1767066185.404253,10,-0.134622,-0.028133,0.629598,0.542184,0.632389,-0.023865,0.552767,-0.134035,-0.027618,0.628551,0.542680,0.632924,-0.023537,0.551680,0.001305,0.154650,0.000000,1.080509,0.925490
1767066185.404253,13,-0.134622,-0.028133,0.629598,0.542184,0.632389,-0.023865,0.552767,-0.135432,-0.028839,0.631499,0.541369,0.632152,-0.022573,0.553889,0.002184,0.218813,0.000000,1.628027,0.614240
1767066185.437888,10,-0.134552,-0.028165,0.629296,0.542374,0.632541,-0.023638,0.552417,-0.133770,-0.027657,0.627060,0.543122,0.633121,-0.023715,0.551011,0.002422,0.194395,0.000000,1.159450,0.862478
1767066185.437888,13,-0.134552,-0.028165,0.629296,0.542374,0.632541,-0.023638,0.552417,-0.135540,-0.028993,0.631888,0.541833,0.632139,-0.022842,0.553440,0.002896,0.167408,0.000000,1.715712,0.582848
1767066185.471266,10,-0.134775,-0.028174,0.630091,0.542455,0.632121,-0.024245,0.552791,-0.134704,-0.027490,0.630436,0.542701,0.631245,-0.025898,0.553475,0.000769,0.229973,0.000000,1.234376,0.810126
1767066185.471266,13,-0.134775,-0.028174,0.630091,0.542455,0.632121,-0.024245,0.552791,-0.135378,-0.029125,0.631416,0.542352,0.632108,-0.023737,0.552929,0.001739,0.061528,0.000000,1.682895,0.594214
1767066185.504757,10,-0.134701,-0.028155,0.629810,0.542282,0.632394,-0.024074,0.552657,-0.133793,-0.027491,0.627282,0.542291,0.633064,-0.025047,0.551836,0.002768,0.164853,0.000000,1.175146,0.850958
1767066185.504757,13,-0.134701,-0.028155,0.629810,0.542282,0.632394,-0.024074,0.552657,-0.135754,-0.029003,0.632573,0.541775,0.632267,-0.022283,0.553374,0.003075,0.228996,0.000000,1.575068,0.634893
1767066185.538273,10,-0.134753,-0.028150,0.630285,0.542159,0.632549,-0.023990,0.552603,-0.134261,-0.027565,0.629868,0.542151,0.633167,-0.024620,0.551874,0.000871,0.131187,0.000000,1.168801,0.855578
1767066185.538273,13,-0.134753,-0.028150,0.630285,0.542159,0.632549,-0.023990,0.552603,-0.135562,-0.028961,0.631962,0.541810,0.632133,-0.022856,0.553468,0.002031,0.174855,0.000000,1.643363,0.608508
1767066185.571515,10,-0.134668,-0.028169,0.630057,0.542193,0.632759,-0.024298,0.552316,-0.134033,-0.027571,0.628842,0.542502,0.633749,-0.025638,0.550815,0.001495,0.259410,0.000000,1.319945,0.757607
1767066185.571515,13,-0.134668,-0.028169,0.630057,0.542193,0.632759,-0.024298,0.552316,-0.135299,-0.028977,0.631117,0.541890,0.632066,-0.023433,0.553442,0.001475,0.184315,0.000000,1.694594,0.590112
1767066185.605133,10,-0.134814,-0.028168,0.630659,0.542105,0.632735,-0.024300,0.552429,-0.134427,-0.027481,0.630514,0.541864,0.632972,-0.026185,0.552308,0.000801,0.219879,0.000000,1.258973,0.794298
1767066185.605133,13,-0.134814,-0.028168,0.630659,0.542105,0.632735,-0.024300,0.552429,-0.135622,-0.029043,0.632152,0.542165,0.632365,-0.021901,0.552894,0.001910,0.283361,0.000000,1.607515,0.622078
1767066185.638514,10,-0.134791,-0.028130,0.630060,0.542210,0.632300,-0.024447,0.552818,-0.134575,-0.027485,0.629047,0.543163,0.630575,-0.025362,0.553810,0.001219,0.273724,0.000000,1.241018,0.805790
1767066185.638514,13,-0.134791,-0.028130,0.630060,0.542210,0.632300,-0.024447,0.552818,-0.135017,-0.028868,0.630046,0.541282,0.633293,-0.023687,0.552624,0.000773,0.179801,0.000000,1.581500,0.632311
1767066185.672002,10,-0.134724,-0.028112,0.629973,0.542007,0.632549,-0.024634,0.552724,-0.133876,-0.027469,0.627999,0.542019,0.633466,-0.026092,0.551593,0.002242,0.236053,0.000000,1.216867,0.821783
1767066185.672002,13,-0.134724,-0.028112,0.629973,0.542007,0.632549,-0.024634,0.552724,-0.135693,-0.028921,0.632382,0.541419,0.632035,-0.023240,0.553947,0.002720,0.230597,0.000000,1.604223,0.623355
1767066185.705503,10,-0.134849,-0.028099,0.630781,0.541874,0.632713,-0.024552,0.552671,-0.134369,-0.027469,0.630604,0.541922,0.633411,-0.025612,0.551775,0.000811,0.178025,0.000000,1.052942,0.949720
1767066185.705503,13,-0.134849,-0.028099,0.630781,0.541874,0.632713,-0.024552,0.552671,-0.135893,-0.029036,0.633018,0.541385,0.632139,-0.022665,0.553886,0.002641,0.271315,0.000000,1.624551,0.615555
1767066185.738752,10,-0.134825,-0.028098,0.630492,0.542010,0.632357,-0.024622,0.552940,-0.134704,-0.027490,0.630436,0.542701,0.631245,-0.025898,0.553475,0.000623,0.218290,0.000000,1.234376,0.810126
1767066185.738752,13,-0.134825,-0.028098,0.630492,0.542010,0.632357,-0.024622,0.552940,-0.134936,-0.028908,0.629919,0.541475,0.632829,-0.023119,0.552989,0.000998,0.190700,0.000000,1.645743,0.607628
1767066185.772403,10,-0.135000,-0.028133,0.630667,0.542256,0.631877,-0.024272,0.553264,-0.134575,-0.027485,0.629047,0.543163,0.630575,-0.025362,0.553810,0.001795,0.229272,0.000000,1.241018,0.805790
1767066185.772403,13,-0.135000,-0.028133,0.630667,0.542256,0.631877,-0.024272,0.553264,-0.135995,-0.029123,0.633340,0.541694,0.632300,-0.021723,0.553437,0.003020,0.303657,0.000000,1.742172,0.573996
1767066185.805756,10,-0.134820,-0.028063,0.630535,0.541849,0.632219,-0.025156,0.553232,-0.134263,-0.027311,0.630157,0.541225,0.633186,-0.027501,0.552625,0.001009,0.307339,0.000000,1.205219,0.829725
1767066185.805756,13,-0.134820,-0.028063,0.630535,0.541849,0.632219,-0.025156,0.553232,-0.135190,-0.028954,0.630764,0.541530,0.631858,-0.024448,0.553988,0.000992,0.130892,0.000000,1.689814,0.591781
1767066185.839252,10,-0.134955,-0.028028,0.630662,0.541767,0.631937,-0.025276,0.553629,-0.134566,-0.027297,0.629423,0.542206,0.631207,-0.027627,0.553919,0.001491,0.288446,0.000000,1.181474,0.846400
1767066185.839252,13,-0.134955,-0.028028,0.630662,0.541767,0.631937,-0.025276,0.553629,-0.135792,-0.028955,0.632651,0.540921,0.632122,-0.022396,0.554369,0.002349,0.354946,0.000000,1.621990,0.616526
1767066185.872774,10,-0.134940,-0.028062,0.630347,0.542052,0.631649,-0.024776,0.553702,-0.134575,-0.027485,0.629047,0.543163,0.630575,-0.025362,0.553810,0.001468,0.189832,0.000000,1.241018,0.805790
1767066185.872774,13,-0.134940,-0.028062,0.630347,0.542052,0.631649,-0.024776,0.553702,-0.135390,-0.028902,0.631368,0.541381,0.632253,-0.022589,0.553761,0.001396,0.271176,0.000000,1.641546,0.609182
1767066185.906015,10,-0.134787,-0.028161,0.629968,0.542353,0.632164,-0.024081,0.552849,-0.133770,-0.027657,0.627060,0.543122,0.633121,-0.023715,0.551011,0.003121,0.256688,0.000000,1.159450,0.862478
1767066185.906015,13,-0.134787,-0.028161,0.629968,0.542353,0.632164,-0.024081,0.552849,-0.135785,-0.029045,0.632954,0.542189,0.632352,-0.022605,0.552857,0.003270,0.171567,0.000000,1.526895,0.654924
1767066185.939712,10,-0.134617,-0.028082,0.629872,0.542017,0.632547,-0.024340,0.552730,-0.134119,-0.027435,0.629506,0.541475,0.633472,-0.025906,0.552129,0.000895,0.228144,0.000000,1.182404,0.845735
1767066185.939712,13,-0.134617,-0.028082,0.629872,0.542017,0.632547,-0.024340,0.552730,-0.134950,-0.028853,0.630187,0.541803,0.632327,-0.022801,0.553256,0.000896,0.189635,0.000000,1.746635,0.572530
1767066185.973039,10,-0.134591,-0.028108,0.629457,0.542112,0.632349,-0.024166,0.552871,-0.134098,-0.027568,0.627810,0.542816,0.632149,-0.024539,0.552392,0.001802,0.108950,0.000000,1.247817,0.801399
1767066185.973039,13,-0.134591,-0.028108,0.629457,0.542112,0.632349,-0.024166,0.552871,-0.135199,-0.028897,0.630754,0.541429,0.632050,-0.023163,0.553924,0.001636,0.187265,0.000000,1.692029,0.591006
1767066186.006508,10,-0.134732,-0.028098,0.630012,0.542210,0.632284,-0.024365,0.552840,-0.134512,-0.027488,0.630095,0.542846,0.632182,-0.026472,0.552235,0.000654,0.261861,0.000000,1.316750,0.759446
1767066186.006508,13,-0.134732,-0.028098,0.630012,0.542210,0.632284,-0.024365,0.552840,-0.135309,-0.028837,0.631099,0.541682,0.632229,-0.022284,0.553507,0.001436,0.257753,0.000000,1.639777,0.609839
1767066186.039995,10,-0.134734,-0.028082,0.629725,0.542361,0.631962,-0.024202,0.553066,-0.134268,-0.027439,0.628048,0.542771,0.631081,-0.025088,0.553630,0.001855,0.163973,0.000000,1.170978,0.853987
1767066186.039995,13,-0.134734,-0.028082,0.629725,0.542361,0.631962,-0.024202,0.553066,-0.135401,-0.028960,0.631444,0.542222,0.632267,-0.022461,0.552928,0.002042,0.203765,0.000000,1.664262,0.600867
1767066186.073253,10,-0.134886,-0.028081,0.630392,0.542367,0.631779,-0.024410,0.553261,-0.134681,-0.027451,0.630442,0.542744,0.631152,-0.025922,0.553537,0.000665,0.194983,0.000000,1.182705,0.845519
1767066186.073253,13,-0.134886,-0.028081,0.630392,0.542367,0.631779,-0.024410,0.553261,-0.135540,-0.028993,0.631888,0.541833,0.632139,-0.022842,0.553440,0.001870,0.195380,0.000000,1.715712,0.582848
1767066186.106896,10,-0.134702,-0.028158,0.630056,0.542387,0.632576,-0.023871,0.552354,-0.133806,-0.027687,0.628201,0.542818,0.634537,-0.023483,0.549691,0.002113,0.384758,0.000000,1.222727,0.817844
1767066186.106896,13,-0.134702,-0.028158,0.630056,0.542387,0.632576,-0.023871,0.552354,-0.135540,-0.028993,0.631888,0.541833,0.632139,-0.022842,0.553440,0.002181,0.189519,0.000000,1.715712,0.582848
1767066186.140250,10,-0.134829,-0.028093,0.630434,0.542033,0.632227,-0.024563,0.553070,-0.134520,-0.027360,0.630045,0.542051,0.631558,-0.027210,0.553691,0.000885,0.320802,0.000000,1.250655,0.799581
1767066186.140250,13,-0.134829,-0.028093,0.630434,0.542033,0.632227,-0.024563,0.553070,-0.135529,-0.028935,0.631811,0.540992,0.632125,-0.022971,0.554272,0.001759,0.258193,0.000000,1.687315,0.592658
1767066186.173755,10,-0.134824,-0.028131,0.630128,0.542121,0.632159,-0.024289,0.553073,-0.134098,-0.027568,0.627810,0.542816,0.632149,-0.024539,0.552392,0.002493,0.115086,0.000000,1.247817,0.801399
1767066186.173755,13,-0.134824,-0.028131,0.630128,0.542121,0.632159,-0.024289,0.553073,-0.135736,-0.028930,0.632412,0.541481,0.631983,-0.023216,0.553947,0.002586,0.175916,0.000000,1.587651,0.629861
1767066186.207248,10,-0.134886,-0.028129,0.630189,0.542344,0.631890,-0.024149,0.553168,-0.134539,-0.027513,0.629136,0.543175,0.631110,-0.024770,0.553215,0.001269,0.148801,0.000000,1.117776,0.894633
1767066186.207248,13,-0.134886,-0.028129,0.630189,0.542344,0.631890,-0.024149,0.553168,-0.135512,-0.028987,0.631800,0.541832,0.632194,-0.022876,0.553376,0.001929,0.162844,0.000000,1.559694,0.641152
1767066186.240495,10,-0.134944,-0.028108,0.630796,0.542023,0.632179,-0.024500,0.553137,-0.134427,-0.027481,0.630514,0.541864,0.632972,-0.026185,0.552308,0.000861,0.234318,0.000000,1.258973,0.794298
1767066186.240495,13,-0.134944,-0.028108,0.630796,0.542023,0.632179,-0.024500,0.553137,-0.135717,-0.028848,0.632457,0.541339,0.631976,-0.023356,0.554088,0.001976,0.189074,0.000000,1.573957,0.635341
1767066186.274143,10,-0.134688,-0.028148,0.629735,0.542476,0.632299,-0.024433,0.552558,-0.134098,-0.027568,0.627810,0.542816,0.632149,-0.024539,0.552392,0.002096,0.048180,0.000000,1.247817,0.801399
1767066186.274143,13,-0.134688,-0.028148,0.629735,0.542476,0.632299,-0.024433,0.552558,-0.134902,-0.029006,0.629942,0.543304,0.632839,-0.024100,0.551140,0.000908,0.201673,0.000000,1.660999,0.602047
1767066186.307497,10,-0.134752,-0.028094,0.630192,0.542023,0.632305,-0.024836,0.552978,-0.134450,-0.027344,0.630263,0.541158,0.632493,-0.026745,0.553521,0.000812,0.248982,0.000000,1.269269,0.787855
1767066186.307497,13,-0.134752,-0.028094,0.630192,0.542023,0.632305,-0.024836,0.552978,-0.135299,-0.028977,0.631117,0.541890,0.632066,-0.023433,0.553442,0.001391,0.172210,0.000000,1.694594,0.590112
1767066186.340999,10,-0.134717,-0.028099,0.629854,0.542449,0.632213,-0.024607,0.552676,-0.134413,-0.027491,0.628944,0.543186,0.631358,-0.026098,0.552861,0.001137,0.215359,0.000000,1.245189,0.803091
1767066186.340999,13,-0.134717,-0.028099,0.629854,0.542449,0.632213,-0.024607,0.552676,-0.135044,-0.028915,0.630311,0.542670,0.633080,-0.021983,0.551576,0.000991,0.341797,0.000000,1.649531,0.606233
1767066186.374497,10,-0.134781,-0.028097,0.630453,0.542329,0.632295,-0.024569,0.552702,-0.134405,-0.027442,0.630520,0.541907,0.632880,-0.026209,0.552370,0.000759,0.208811,0.000000,1.199782,0.833485
1767066186.374497,13,-0.134781,-0.028097,0.630453,0.542329,0.632295,-0.024569,0.552702,-0.135458,-0.029015,0.631734,0.542568,0.631707,-0.022151,0.553241,0.001715,0.293023,0.000000,1.688343,0.592297
1767066186.407754,10,-0.134880,-0.028066,0.630805,0.541857,0.632297,-0.024867,0.553149,-0.134450,-0.027344,0.630263,0.541158,0.632493,-0.026745,0.553521,0.001001,0.234527,0.000000,1.269269,0.787855
1767066186.407754,13,-0.134880,-0.028066,0.630805,0.541857,0.632297,-0.024867,0.553149,-0.135671,-0.028953,0.632307,0.541442,0.632041,-0.023225,0.553918,0.001916,0.215149,0.000000,1.680831,0.594944
1767066186.441366,10,-0.134919,-0.027942,0.631058,0.541785,0.632125,-0.025527,0.553385,-0.135039,-0.027161,0.632256,0.541262,0.631144,-0.028585,0.554865,0.001435,0.409592,0.000000,1.140310,0.876955
1767066186.441366,13,-0.134919,-0.027942,0.631058,0.541785,0.632125,-0.025527,0.553385,-0.134831,-0.028817,0.629865,0.542343,0.633065,-0.022945,0.551875,0.001482,0.364958,0.000000,1.708311,0.585373
1767066186.474747,10,-0.134761,-0.028039,0.630591,0.541974,0.632709,-0.025301,0.552543,-0.133983,-0.027550,0.628968,0.542448,0.634275,-0.026499,0.550220,0.001865,0.353422,0.000000,1.157295,0.864084
1767066186.474747,13,-0.134761,-0.028039,0.630591,0.541974,0.632709,-0.025301,0.552543,-0.135540,-0.028993,0.631888,0.541833,0.632139,-0.022842,0.553440,0.001790,0.307414,0.000000,1.715712,0.582848
1767066186.508246,10,-0.134691,-0.028081,0.630129,0.542178,0.632771,-0.025008,0.552285,-0.134066,-0.027518,0.628424,0.542569,0.633260,-0.026232,0.551282,0.001901,0.195082,0.000000,1.198846,0.834135
1767066186.508246,13,-0.134691,-0.028081,0.630129,0.542178,0.632771,-0.025008,0.552285,-0.135401,-0.028960,0.631444,0.542222,0.632267,-0.022461,0.552928,0.001733,0.306617,0.000000,1.664262,0.600867
1767066186.541752,10,-0.134709,-0.028109,0.630020,0.542225,0.632584,-0.024356,0.552481,-0.134134,-0.027560,0.628486,0.542613,0.632496,-0.024092,0.552214,0.001728,0.062694,0.000000,1.196618,0.835689
1767066186.541752,13,-0.134709,-0.028109,0.630020,0.542225,0.632584,-0.024356,0.552481,-0.135532,-0.028920,0.631863,0.541831,0.632169,-0.022843,0.553407,0.002176,0.213497,0.000000,1.630672,0.613244
1767066186.575006,10,-0.134847,-0.028093,0.630448,0.542362,0.632148,-0.024414,0.552844,-0.134681,-0.027451,0.630442,0.542744,0.631152,-0.025922,0.553537,0.000663,0.226107,0.000000,1.182705,0.845519
1767066186.575006,13,-0.134847,-0.028093,0.630448,0.542362,0.632148,-0.024414,0.552844,-0.135401,-0.028960,0.631444,0.542222,0.632267,-0.022461,0.552928,0.001432,0.224968,0.000000,1.664262,0.600867
1767066186.608621,10,-0.134868,-0.028146,0.630083,0.542313,0.631912,-0.023938,0.553182,-0.134407,-0.027569,0.628404,0.543445,0.630782,-0.023805,0.553367,0.001835,0.185153,0.000000,1.167634,0.856433
1767066186.608621,13,-0.134868,-0.028146,0.630083,0.542313,0.631912,-0.023938,0.553182,-0.135465,-0.028950,0.631336,0.540822,0.632638,-0.022827,0.553859,0.001604,0.241607,0.000000,1.403198,0.712658
1767066186.642003,10,-0.134755,-0.028132,0.630075,0.542215,0.632313,-0.024342,0.552803,-0.134084,-0.027443,0.628828,0.541678,0.633124,-0.026355,0.552309,0.001574,0.262354,0.000000,1.248588,0.800904
1767066186.642003,13,-0.134755,-0.028132,0.630075,0.542215,0.632313,-0.024342,0.552803,-0.135410,-0.029034,0.631748,0.542658,0.632357,-0.022768,0.552384,0.002011,0.193480,0.000000,1.694708,0.590072
1767066186.675497,10,-0.134713,-0.028128,0.629959,0.542239,0.632533,-0.024566,0.552517,-0.134066,-0.027518,0.628424,0.542569,0.633260,-0.026232,0.551282,0.001774,0.254727,0.000000,1.198846,0.834135
1767066186.675497,13,-0.134713,-0.028128,0.629959,0.542239,0.632533,-0.024566,0.552517,-0.135540,-0.028993,0.631888,0.541833,0.632139,-0.022842,0.553440,0.002270,0.233257,0.000000,1.715712,0.582848
1767066186.708995,10,-0.134874,-0.028156,0.630151,0.542395,0.631999,-0.024007,0.553000,-0.134407,-0.027569,0.628404,0.543445,0.630782,-0.023805,0.553367,0.001901,0.190373,0.000000,1.167634,0.856433
1767066186.708995,13,-0.134874,-0.028156,0.630151,0.542395,0.631999,-0.024007,0.553000,-0.135893,-0.029036,0.633018,0.541385,0.632139,-0.022665,0.553886,0.003168,0.218180,0.000000,1.624551,0.615555
1767066186.742378,10,-0.134725,-0.028088,0.630189,0.542123,0.632453,-0.024980,0.552704,-0.134016,-0.027282,0.629418,0.541491,0.633513,-0.028770,0.551924,0.001322,0.465390,0.000000,1.139514,0.877567
1767066186.742378,13,-0.134725,-0.028088,0.630189,0.542123,0.632453,-0.024980,0.552704,-0.135374,-0.029058,0.631354,0.542202,0.632285,-0.022522,0.552924,0.001649,0.283642,0.000000,1.592189,0.628066
1767066186.775870,10,-0.134704,-0.028095,0.630227,0.542155,0.632626,-0.024480,0.552497,-0.134166,-0.027562,0.629279,0.542411,0.633257,-0.024498,0.551521,0.001214,0.136428,0.000000,1.040359,0.961207
1767066186.775870,13,-0.134704,-0.028095,0.630227,0.542155,0.632626,-0.024480,0.552497,-0.135540,-0.028993,0.631888,0.541833,0.632139,-0.022842,0.553440,0.002065,0.226700,0.000000,1.715712,0.582848
1767066186.809244,10,-0.134838,-0.028090,0.630333,0.542100,0.632266,-0.024270,0.552972,-0.134270,-0.027407,0.628524,0.542634,0.631497,-0.025877,0.553255,0.002015,0.215585,0.000000,1.193619,0.837788
1767066186.809244,13,-0.134838,-0.028090,0.630333,0.542100,0.632266,-0.024270,0.552972,-0.135917,-0.029010,0.633047,0.541207,0.632277,-0.021468,0.553949,0.003062,0.355155,0.000000,1.632346,0.612615
1767066186.842744,10,-0.134744,-0.028072,0.629901,0.542085,0.632100,-0.024201,0.553180,-0.134283,-0.027504,0.628641,0.542521,0.631711,-0.024819,0.553169,0.001457,0.097461,0.000000,1.223522,0.817313
1767066186.842744,13,-0.134744,-0.028072,0.629901,0.542085,0.632100,-0.024201,0.553180,-0.135170,-0.028819,0.630661,0.541439,0.632156,-0.023147,0.553794,0.001147,0.158352,0.000000,1.692753,0.590754
1767066186.876266,10,-0.134853,-0.028042,0.630077,0.542033,0.631665,-0.024772,0.553702,-0.134599,-0.027316,0.629272,0.542322,0.630507,-0.026707,0.554648,0.001113,0.282141,0.000000,1.253958,0.797475
1767066186.876266,13,-0.134853,-0.028042,0.630077,0.542033,0.631665,-0.024772,0.553702,-0.135429,-0.028937,0.631535,0.541500,0.631968,-0.023817,0.553920,0.001805,0.132402,0.000000,1.661642,0.601814
1767066186.909624,10,-0.134777,-0.028107,0.629796,0.542200,0.631882,-0.024344,0.553310,-0.134098,-0.027568,0.627810,0.542816,0.632149,-0.024539,0.552392,0.002167,0.132269,0.000000,1.247817,0.801399
1767066186.909624,13,-0.134777,-0.028107,0.629796,0.542200,0.631882,-0.024344,0.553310,-0.135540,-0.028993,0.631888,0.541833,0.632139,-0.022842,0.553440,0.002397,0.180269,0.000000,1.715712,0.582848
1767066186.943117,10,-0.134569,-0.028100,0.629308,0.542319,0.632412,-0.024221,0.552592,-0.133793,-0.027491,0.627282,0.542291,0.633064,-0.025047,0.551836,0.002254,0.148489,0.000000,1.175146,0.850958
1767066186.943117,13,-0.134569,-0.028100,0.629308,0.542319,0.632412,-0.024221,0.552592,-0.135193,-0.028951,0.631064,0.542709,0.633043,-0.022683,0.551551,0.002048,0.229140,0.000000,1.672843,0.597785
1767066186.976492,10,-0.134571,-0.028084,0.629942,0.542072,0.632941,-0.024407,0.552221,-0.134023,-0.027477,0.629953,0.541469,0.634456,-0.026074,0.550996,0.000818,0.301706,0.000000,1.104173,0.905655
1767066186.976492,13,-0.134571,-0.028084,0.629942,0.542072,0.632941,-0.024407,0.552221,-0.135401,-0.028960,0.631444,0.542222,0.632267,-0.022461,0.552928,0.001927,0.250166,0.000000,1.664262,0.600867
1767066187.010000,10,-0.134752,-0.028111,0.629974,0.542322,0.632200,-0.024028,0.552841,-0.134407,-0.027569,0.628404,0.543445,0.630782,-0.023805,0.553367,0.001696,0.217379,0.000000,1.167634,0.856433
1767066187.010000,13,-0.134752,-0.028111,0.629974,0.542322,0.632200,-0.024028,0.552841,-0.135671,-0.028953,0.632307,0.541442,0.632041,-0.023225,0.553918,0.002646,0.184905,0.000000,1.680831,0.594944
1767066187.043504,10,-0.134807,-0.028114,0.630502,0.542026,0.632438,-0.023904,0.552864,-0.134240,-0.027561,0.629916,0.542159,0.633125,-0.024652,0.551914,0.000984,0.160146,0.000000,1.073985,0.931112
1767066187.043504,13,-0.134807,-0.028114,0.630502,0.542026,0.632438,-0.023904,0.552864,-0.135792,-0.028955,0.632651,0.540921,0.632122,-0.022396,0.554369,0.002510,0.277359,0.000000,1.621990,0.616526
1767066187.076869,10,-0.134758,-0.028108,0.630513,0.542098,0.632576,-0.023851,0.552637,-0.134238,-0.027526,0.629875,0.542194,0.633075,-0.024645,0.551936,0.001008,0.134675,0.000000,1.098214,0.910569
